balance_filter,script_type_filter,spend_activity_filter,pubkey_count,utxo_count,supply_sats,exposed_pubkey_count,exposed_utxo_count,exposed_supply_sats,estimated_migration_blocks
all,All,active,480655,2249553,269813539211882,480654,2232018,269551868145105,875.52
all,All,all,1824594,6801911,1149996480131183,596112,2570758,500860796144474,1009.46
all,All,inactive,77130,300276,40267915357481,77130,300276,40267915357481,118.32
all,All,never_spent,1266809,4252082,839915025561820,38328,38464,191041012641888,15.61
all,Other,active,3,17537,261722166777,2,2,51100000,0.00
all,Other,all,9,17544,261794136777,8,9,123070000,0.00
all,Other,never_spent,6,7,71970000,6,7,71970000,0.00
all,P2PK,active,2,616,24879447564,2,616,24879447564,0.22
all,P2PK,all,38273,38899,191090960753725,38273,38898,191090960753725,15.77
all,P2PK,inactive,12,12,33169000000,12,12,33169000000,0.00
all,P2PK,never_spent,38259,38271,191032912306161,38259,38270,191032912306161,15.54
all,P2PKH,active,480637,2231379,269523404173937,480638,2231379,269523404173937,875.29
all,P2PKH,all,1775201,6731248,958632234098462,557843,2531830,309766178897145,993.68
all,P2PKH,inactive,77118,300264,40234746357481,77119,300264,40234746357481,118.32
all,P2PKH,never_spent,1217446,4199605,648874083567044,86,187,8028365727,0.08
all,P2SH,active,13,21,3533423604,14,21,3533423604,0.01
all,P2SH,all,11111,14220,11491142219,14,21,3533423604,0.01
all,P2SH,never_spent,11098,14199,7957718615,0,0,0,0.00
ge1,All,active,38915,580630,267986371621438,38914,563095,267724700554661,217.34
ge1,All,all,211585,1260842,1143813679053073,83108,694955,498833819478779,268.99
ge1,All,inactive,5999,93541,40069142484411,5999,93541,40069142484411,36.08
ge1,All,never_spent,166671,586671,835758164947224,38195,38319,191039976439707,15.57
ge1,Other,active,1,17535,261671066777,0,0,0,0.00
ge1,Other,all,1,17535,261671066777,0,0,0,0.00
ge1,P2PK,active,2,616,24879447564,2,616,24879447564,0.24
ge1,P2PK,all,38204,38828,191090267254314,38204,38827,191090267254314,15.81
ge1,P2PK,inactive,11,11,33168000000,11,11,33168000000,0.01
ge1,P2PK,never_spent,38191,38201,191032219806750,38191,38200,191032219806750,15.56
ge1,P2PKH,active,38911,562474,267696471607097,38912,562474,267696471607097,217.34
ge1,P2PKH,all,173371,1204460,952450647422716,44928,656123,307740202724465,253.48
ge1,P2PKH,inactive,5988,93530,40035974484411,5989,93530,40035974484411,36.08
ge1,P2PKH,never_spent,128472,548456,644718201331208,27,119,7756632957,0.07
ge1,P2SH,active,1,5,3349500000,2,5,3349500000,0.00
ge1,P2SH,all,9,19,11093309266,2,5,3349500000,0.00
ge1,P2SH,never_spent,8,14,7743809266,0,0,0,0.00
ge10,All,active,12617,310339,259932415133507,12617,292804,259670744066730,112.69
ge10,All,all,91686,602587,1109532622605773,52682,386418,489470955224198,149.51
ge10,All,inactive,1894,55321,38768962438093,1894,55321,38768962438093,21.27
ge10,All,never_spent,77175,236927,810831245034173,38171,38293,191031248719375,15.56
ge10,Other,active,1,17535,261671066777,0,0,0,0.00
ge10,Other,all,1,17535,261671066777,0,0,0,0.00
ge10,P2PK,active,1,503,23967824950,1,503,23967824950,0.20
ge10,P2PK,all,38178,38689,191080281021368,38178,38688,191080281021368,15.75
ge10,P2PK,inactive,9,9,32268000000,9,9,32268000000,0.00
ge10,P2PK,never_spent,38168,38177,191024045196418,38168,38176,191024045196418,15.55
ge10,P2PKH,active,12614,292296,259643426741780,12615,292296,259643426741780,112.69
ge10,P2PKH,all,53504,546353,918180594417628,14527,347725,298387324702830,134.02
ge10,P2PKH,inactive,1885,55312,38736694438093,1886,55312,38736694438093,21.27
ge10,P2PKH,never_spent,39005,198745,619800473237755,26,117,7203522957,0.07
ge10,P2SH,active,1,5,3349500000,2,5,3349500000,0.00
ge10,P2SH,all,3,10,10076100000,2,5,3349500000,0.00
ge10,P2SH,never_spent,2,5,6726600000,0,0,0,0.00
ge100,All,active,2795,120626,228960297840899,2794,103091,228698626774122,39.61
ge100,All,all,11358,187608,796208802595811,3208,122365,264230866944611,47.01
ge100,All,inactive,378,19230,34337034270489,378,19230,34337034270489,7.38
ge100,All,never_spent,8185,47752,532911470484423,36,44,1195205900000,0.02
ge100,Other,active,1,17535,261671066777,0,0,0,0.00
ge100,Other,all,1,17535,261671066777,0,0,0,0.00
ge100,P2PK,active,1,503,23967824950,1,503,23967824950,0.20
ge100,P2PK,all,37,547,1219173724950,37,547,1219173724950,0.21
ge100,P2PK,never_spent,36,44,1195205900000,36,44,1195205900000,0.02
ge100,P2PKH,active,2793,102588,228674658949172,2794,102588,228674658949172,39.61
ge100,P2PKH,all,11320,169526,794727957804084,3173,121818,263011693219661,46.99
ge100,P2PKH,inactive,378,19230,34337034270489,378,19230,34337034270489,7.38
ge100,P2PKH,never_spent,8149,47708,531716264584423,1,0,0,0.00
ge1000,All,active,362,34750,164285205790726,361,17215,164023534723949,6.61
ge1000,All,all,1509,44217,548691082832849,408,19437,190025319970752,7.46
