display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
3D2oetdNuZUqQHPJmcMDDHYoqkyNVsFk9r,"{ ""P2SH"" : 13726051037567 }",active,304,446739,499938,,Bitfinex,1483619655,1513589855
16rCmCmbuWDhPjWTrpQGaU3EPdZF7MTdUk,"{ ""P2PKH"" : 11920302646187 }",active,50,400289,492018,,Bittrex,1456596009,1509135949
3Nxwenay9Z8Lc9JBiywExpnEFiLp6Afp8v,"{ ""P2SH"" : 8134833560151 }",active,97,379183,499286,,unidentified,1445006586,1513270648
18rnfoQgGo1HqvVQaAN4QnxjYE7Sez9eca,"{ ""P2PKH"" : 7600000886603 }",active,162,326759,494056,,bitFlyer,1414147208,1510461267
1HQ3Go3ggs8pFnXuHVHRytPCq5fGG8Hbhx,"{ ""P2PKH"" : 6937011450857 }",inactive,81,230514,353375,,Silk Road Hacker,1365541416,1429798225
1JCe8z4jJVNXSjohjM4i9Hh813dLCNx2Sy,"{ ""P2PKH"" : 5300000732620 }",active,39,426482,479768,,unidentified,1471939744,1502258610
336xGpGweq1wtY4kRTuA4w6d7yDkBU9czU,"{ ""P2SH"" : 5076447546782 }",active,154,406125,499895,,Coincheck,1460015538,1513569413
3R1hBCHURkquAjFUv1eH5u2gXqooJkjg4B,"{ ""P2SH"" : 4889937548051 }",active,33,383867,499296,,Xapo Bank,1447683543,1513275244
3Cbq7aT1tY8kMxWLbitaG7yT6bPbKChq64,"{ ""P2SH"" : 4862691381341 }",active,58,484206,499000,,HTX,1504888865,1513138863
16ftSEQ4ctQFDtVZiUBusQUjRrGhM3JYwe,"{ ""P2PKH"" : 4547348994876 }",active,31,498194,499273,,Binance,1512719470,1513266223
17hf5H8D6Yc4B7zHEg3orAtKn7Jhme7Adx,"{ ""P2PKH"" : 3600000003546 }",active,11,462592,462662,,Zhimin Qian & Jian Wen Fraud,1492625216,1492663883
3Ap6mixhHLmVtH41YHH94Ut4jBfmqRpzgQ,"{ ""P2SH"" : 3546945672776 }",active,42,369110,487945,,Xapo Bank,1439139396,1506952012
3CqBquEFMYY548fNBz8u2MBw3HKprS3Xft,"{ ""P2SH"" : 3529308249710 }",active,36,369110,487945,,Xapo Bank,1439139396,1506952012
323ENWgPNZdzsm2d6CzEaPTFrvavn1giv5,"{ ""P2SH"" : 3520403840628 }",active,39,368706,497038,,Xapo Bank,1438897069,1512141080
32ixB1aXiwgpHGHo27SMRSULajCdc7jq9Q,"{ ""P2SH"" : 3499996499307 }",active,14,381914,499296,,Xapo Bank,1446586372,1513275244
33VMRgxXZWgZGmGnGRZ9AEW8bZs8scMiY1,"{ ""P2SH"" : 3443372648078 }",active,63,369110,493951,,Xapo Bank,1439139396,1510348684
37x6JnDNhbsBw95bvEreB7WHWA74gGR17y,"{ ""P2SH"" : 3427955431744 }",active,46,369108,487945,,Xapo Bank,1439136747,1506952012
32GxivQN3VKtVEtgsH5uTWfXd5b2LkXyUZ,"{ ""P2SH"" : 3248953074329 }",inactive,6,351572,433946,,Xapo Bank,1428695545,1476226777
3Kzh9qAqVWQhEsfQz7zEQL1EuSx5tyNLNS,"{ ""P2SH"" : 3105621303564 }",active,21,371387,499088,,Gemini,1440462500,1513179958
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100006024962 }",inactive,48,55632,70071,,unidentified,1273738958,1280014523
33VukC9ReF5bkDvPNUTy5j6VEbzMc9JFt3,"{ ""P2SH"" : 2605452922613 }",active,14,332022,498100,,Xapo Bank,1417203978,1512666271
38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,"{ ""P2SH"" : 2540638293724 }",active,26,402670,479960,,Gemini,1457994001,1502382617
36png4nUpGkCrYnRXNR4PMSRFEgGadmh8S,"{ ""P2SH"" : 2498000943894 }",active,7,400734,491323,,Xapo Bank,1456873120,1508765378
3HZUwxZbYRef9oEuvSvjgVMyZ227Hur7ng,"{ ""P2SH"" : 2400046955697 }",active,9,341353,491547,,Xapo Bank,1422730526,1508880957
14eQD1QQb8QFVG8YFwGz7skyzsvBLWLwJS,"{ ""P2PKH"" : 2363480830905 }",active,56,474880,498113,,Kraken,1499563494,1512674117
31z6HYbMV8APKLUVpAkuqXGe5QY7vBquD5,"{ ""P2SH"" : 2200603117700 }",active,4,494712,498715,,unidentified,1510885625,1512984546
1KwA4fS4uVuCNjCtMivE7m5ATbv93UZg8V,"{ ""P2PKH"" : 2011875979838 }",active,23364,324381,485597,,Bitmain,1412752505,1505582391
