display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
35hK24tcLEWcgNA4JxpvbkNkoAcDGqQPsP,"{ ""P2SH"" : 22750211192507 }",active,328,560028,647707,,,1548409433,1599799721
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 7343627939336 }",active,48,546288,628190,None,Binance,1539867558,1588187993
1HQ3Go3ggs8pFnXuHVHRytPCq5fGG8Hbhx,"{ ""P2PKH"" : 6937022450843 }",inactive,226,230514,353375,,,1365541416,1429798225
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 6350099542000 }",active,2,590368,646583,3-of-5 multisig,Bitfinex,1565949629,1599151160
1P5ZEDWTKTFGxQjZphgWPQUpe554WKDfHQ,"{ ""P2PKH"" : 5882565496065 }",active,163,561730,640449,,,1549419519,1595526964
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,"{ ""P2SH"" : 5680189512845 }",active,43,554702,649805,,,1545354985,1600969822
3Kzh9qAqVWQhEsfQz7zEQL1EuSx5tyNLNS,"{ ""P2SH"" : 5607182440240 }",active,134,371387,649677,,,1440462500,1600898058
386eAUqL3ZNZPmHeABXLo658DTQuJeLzUR,"{ ""P2SH"" : 5228631582456 }",active,10,609698,628190,,,1577271665,1588187993
38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,"{ ""P2SH"" : 4703333941474 }",active,107,402670,646479,,,1457994001,1599077117
3D8qAoMkZ8F1b42btt2Mn5TyN7sWfa434A,"{ ""P2SH"" : 3999992003519 }",active,114,596807,649465,,,1569569191,1600757952
17hf5H8D6Yc4B7zHEg3orAtKn7Jhme7Adx,"{ ""P2PKH"" : 3600000232152 }",inactive,63,462592,462662,,,1492625216,1492663883
3LCGsSmfr24demGvriN4e3ft8wEcDuHFqh,"{ ""P2SH"" : 3461276193015 }",active,293,597333,649896,,,1569899370,1601023980
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100006932031 }",inactive,104,55632,70071,,unidentified,1273738958,1280014523
3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,"{ ""P2SH"" : 2653231783670 }",inactive,39,555010,590877,None,unidentified,1545526238,1566263711
3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,"{ ""P2SH"" : 2616701092912 }",inactive,327,570265,1,,Miner,1554439304,1231469665
1AnwDVbwsLBVwRfqN2x9Eo4YEJSPXo2cwG,"{ ""P2PKH"" : 2322761526496 }",inactive,57,474872,510573,,,1499558579,1519405543
14eQD1QQb8QFVG8YFwGz7skyzsvBLWLwJS,"{ ""P2PKH"" : 2221116585859 }",inactive,90,474880,504228,,,1499563494,1515960112
19iqYbeATe4RxghQZJnYVFU4mjUUu76EA6,"{ ""P2PKH"" : 2145038776768 }",active,11,630189,649999,,,1589346697,1601076882
1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2,"{ ""P2PKH"" : 2120481012608 }",active,50,423616,598445,,,1470306579,1570536738
3HroDXv8hmzKRtaSfBffRgedKpru8fgy6M,"{ ""P2SH"" : 2080449538965 }",active,46,575742,648556,2-of-3 multisig,gate.io,1557697310,1600250387
35ULMyVnFoYaPaMxwHTRmaGdABpAThM4QR,"{ ""P2SH"" : 2062440009586 }",active,12,639133,649777,,,1594674433,1600956000
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800082566 }",inactive,43,459340,459341,,unidentified,1490709559,1490709895
3JPauiFhP4K3AevmgNMFfMSN7pLZbuADJQ,"{ ""P2SH"" : 1800100005485 }",active,17,632579,632586,,,1591002488,1591004044
3JSssZCJ3PHEdgNv7hzNE26EEzzvYNjZLy,"{ ""P2SH"" : 1700100005485 }",active,16,632579,632583,,,1591002488,1591003128
3EiEN1JJCudBgAwL7c6ajqnPzx9LrK1VT6,"{ ""P2SH"" : 1625565611467 }",active,214,587752,621376,,,1564484234,1584034459
3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,"{ ""P2SH"" : 1602150235785 }",active,1,476312,649781,,,1500348724,1600956775
38bzm6nhQMFJe71jJw1U7CbgNrVNpkonZF,"{ ""P2SH"" : 1598717002188 }",active,5,639133,647817,,,1594674433,1599862044
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555580155 }",inactive,40,505553,505587,,unidentified,1516640759,1516659244
38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,"{ ""P2SH"" : 1503326225916 }",active,31,593804,629347,,,1567929327,1588857013
3DwVjwVeJa9Z5Pu15WHNfKcDxY5tFUGfdx,"{ ""P2SH"" : 1450000014429 }",active,10,619544,619916,None,Winklevoss Capital,1582994971,1583198674
3FrM1He2ZDbsSKmYpEZQNGjFTLMgCZZkaf,"{ ""P2SH"" : 1400001439269 }",active,18,572984,629347,,,1556090692,1588857013
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,"{ ""P2SH"" : 1332287595080 }",active,2,549926,648282,None,Binance,1542118262,1600100092
3NmTt7XQmR3S9sPQnbfqSFjKb3gb2uzMLt,"{ ""P2SH"" : 1320552287720 }",active,38,633066,646492,,,1591296374,1599088384
1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,"{ ""P2PKH"" : 1302323244282 }",active,39,503012,600340,,Bitstamp,1515329869,1571650812
3R1hBCHURkquAjFUv1eH5u2gXqooJkjg4B,"{ ""P2SH"" : 1283087794328 }",active,83,383867,649769,,,1447683543,1600950888
3KTeq879YjzhqkAXzZmdapJAVC6qz5qEth,"{ ""P2SH"" : 1281834019639 }",active,7,639133,649777,,,1594674433,1600956000
1DWxysF7GPRYGShNxL5ux2N2JLRa9rbE6k,"{ ""P2PKH"" : 1251107258899 }",active,134,483666,648245,,,1504622291,1600083457
3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,"{ ""P2SH"" : 1181293882747 }",active,14,548485,649193,None,,1541189684,1600593476
3Brhg9KYdB9oDrUtvKJ9k7mbn7zzHnMV51,"{ ""P2SH"" : 1136390000547 }",active,2,648470,649778,,,1600201716,1600956158
38MHxNgiHENWExwCe3EEWYmfvgFM3i1WVW,"{ ""P2SH"" : 1129990000547 }",active,2,647817,649777,,,1599862044,1600956000
3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,"{ ""P2SH"" : 1118898155587 }",active,22,559626,646747,None,Winklevoss Capital,1548178688,1599254027
19G5kkYvjawZiYKhFeh8WmfBN31pdP94Jr,"{ ""P2PKH"" : 1110200048526 }",inactive,37,445741,499443,,,1483069607,1513347080
17rfparnM8RaaUyuHFNC9ErqkvRqebNPjE,"{ ""P2PKH"" : 1093217759479 }",active,27,574473,640575,,,1556913864,1595599182
3AWpzKtkHfWsiv9RGXKA3Z8951LefsUGXQ,"{ ""P2SH"" : 1050003954790 }",active,14,572984,629347,,,1556090692,1588857013
34Jpa4Eu3ApoPVUKNTN2WeuXVVq1jzxgPi,"{ ""P2SH"" : 1046042962938 }",inactive,1000,593800,1,,Miner,1567928067,1231469665
3QSd3JjJ35VAf5Shv3EPVpGCi5eVMQr6dk,"{ ""P2SH"" : 1010290000547 }",active,2,647817,649777,,,1599862044,1600956000
3FuqMT3VeyRhB917aiJUeWSn2jRt4M3hw8,"{ ""P2SH"" : 1000599561575 }",active,11,601859,601859,,,1572580021,1572580021
3Fr1mGhnPAQ9YDf1dzg4B47PkX5TuvFtYv,"{ ""P2SH"" : 1000000394096 }",inactive,11,526560,1,,,1528453388,1231469665
1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,"{ ""P2PKH"" : 1000000198036 }",inactive,35,284323,518950,,,1391621610,1524141271
3N1xWnCNpWJchpC4YckeimkXRyYA7M2iks,"{ ""P2SH"" : 980000001641 }",active,10,630558,635461,,,1589606310,1592598035
1Kd6zLb9iAjcrgq8HzWnoWNVLYYWjp3swA,"{ ""P2PKH"" : 970712974184 }",inactive,206,369414,510573,,,1439293680,1519405543
3KabDvdetZXDHNm9HXowLc9SppiSXKn7UU,"{ ""P2SH"" : 950098873957 }",active,10,593800,629347,,,1567928067,1588857013
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 913356662893 }",active,19,561082,644018,4-of-8 multisig,Boerse Stuttgart Digital,1549035993,1597590969
17CzhFvGwH6TT46JtzhnhMpTw4mHYpEGCR,"{ ""P2PKH"" : 910736431374 }",inactive,80,478316,510573,,,1501448877,1519405543
338uPVW8drux5gSemDS4gFLSGrSfAiEvpX,"{ ""P2SH"" : 909900969805 }",active,10,572984,629347,,,1556090692,1588857013
1J1F3U7gHrCjsEsRimDJ3oYBiV24wA8FuV,"{ ""P2PKH"" : 900000000000 }",active,1,127246,649396,,Miner,1306550292,1600713957
1HTzd3sKVmrTNZ6QGisPPA1MvBkoyPiZWJ,"{ ""P2PKH"" : 875654372122 }",active,41,382246,641100,,,1446776638,1595895608
3NmHmQte2rP8pS54U3B8LPYQKkpG1pFF69,"{ ""P2SH"" : 850001266625 }",active,6,572984,629347,,,1556090692,1588857013
33ZNiyx5Z5CMkULX7ENvcKKxFNCzGJv5vQ,"{ ""P2SH"" : 838520612058 }",active,8,530707,638690,,,1530872264,1594425263
35Bh2msZ7rnfoeN6vaqEidsMH7krq4Qskm,"{ ""P2SH"" : 837634102751 }",active,15,615417,647493,,,1580508422,1599666958
1AbUU7fUn7QMKxvgE6Dec18ErwbJtjCtAs,"{ ""P2PKH"" : 820213077112 }",active,9,575034,647498,,,1557268339,1599670945
3LvK7QJD8K3u6dzFHNc1g9ehezrohUKvUx,"{ ""P2SH"" : 817966040624 }",inactive,8,591957,1,,,1566898790,1231469665
38wrSrgRcUFmsgcWFcsUeZypXnPHQn8Nzg,"{ ""P2SH"" : 800101001094 }",active,6,604874,608907,,,1574411412,1576824589
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,"{ ""P2PKH"" : 794106368435 }",inactive,34,49995,85225,,unidentified,1270915355,1287123778
3ETUmNhL2JuCFFVNSpk8Bqx2eorxyP9FVh,"{ ""P2SH"" : 789487079331 }",active,14,625031,646338,,,1586381022,1598994886
3CgKHXR17eh2xCj2RGnHJHTDjPpqaNDgyT,"{ ""P2SH"" : 787100222541 }",active,28,595287,618986,2-of-3 multisig,Bitstamp,1568722956,1582666875
1FqM3gyBgLxBrvg6Kx1R33Qs8jsLRGprgf,"{ ""P2PKH"" : 755344386962 }",active,14,592928,646626,,,1567443579,1599175744
1HDu2mDMr5bcgoGBty9Usmb8oH1rTDJxQ9,"{ ""P2PKH"" : 751259178709 }",active,103,494098,619786,,,1510520841,1583124721
14p6aSpJ5LfFH7zQ5tWysaqh9r2d97XtLo,"{ ""P2PKH"" : 750000011094 }",active,4,622322,649637,,,1584728722,1600876053
356Zz26iW3tYd1xWJjVGa8CPbjC9W5EW9f,"{ ""P2SH"" : 749976189733 }",active,7,548198,644747,,,1541024192,1598040391
1PNkzoSzRgMEZusn62vR4SJsFci18gP46C,"{ ""P2PKH"" : 749259282810 }",active,2,645249,645596,,unidentified,1598336377,1598563012
1LFg7FKFDa1bHDM5xVguUetpw42huik2ME,"{ ""P2PKH"" : 729068645202 }",active,4,575425,645154,,,1557502323,1598281533
3FiMKffg2kY2Pi2Kebn2HZqN7m6kEcNUMk,"{ ""P2SH"" : 715649560937 }",active,106,512310,649841,5-of-7 multisig,unidentified,1520366257,1600995657
1NpZcfBnaJeoRT9ZqwZVRMw3SRs546VsuE,"{ ""P2PKH"" : 700723341725 }",active,99,295845,614404,,unidentified,1397501410,1579919529
1FfdcppWbJ7FeQFznsjdLYNXdwMdoiTGSA,"{ ""P2PKH"" : 676103964625 }",active,59,223645,622567,,,1362084900,1584902468
1A7znRYE24Z6K8MCAKXLmEvuS5ixzvUrjH,"{ ""P2PKH"" : 655166268599 }",inactive,42,474860,498113,,,1499552747,1512674117
1Q8qGbya4qVRFHToUBssKqbHwS92Kve3f5,"{ ""P2PKH"" : 640300862804 }",inactive,17,570668,571459,,,1554678189,1555149314
1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s,"{ ""P2PKH"" : 639859526756 }",active,667,479653,650000,,,1502188375,1601077165
3Jz9R3Eevdx2nrSidWt6ZB3fntznCcZ5TN,"{ ""P2SH"" : 626141942058 }",active,2,543040,645310,,,1537899669,1598375507
31oPJn8YkoaYYe2aTEAAocCJqBxzHpugQt,"{ ""P2SH"" : 610979355472 }",active,71,545245,643087,2-of-4 multisig,unidentified,1539225533,1597079050
3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF,"{ ""P2SH"" : 598217652209 }",active,55,513163,643338,,,1520849580,1597219139
1PNJfc9MzeBGV1UAjegqhFJb3erejqKHCi,"{ ""P2PKH"" : 590478654017 }",inactive,36,327415,479362,,,1414532964,1502036802
3A9q3yngPMHUR9Cp3DLTTiAbdr8HPma8AC,"{ ""P2SH"" : 589999900602 }",active,9,640571,641865,,,1595596679,1596359393
1Ec3rkAfVjjFNMTs8Y9CFrXPG6M6BJvz3u,"{ ""P2PKH"" : 583589198563 }",active,2,551534,648358,,,1543213247,1600137751
13n67sFKgqLDKp8gx8Xvm6scdfY4ZeaU8p,"{ ""P2PKH"" : 570008280308 }",active,29,486334,600823,,unidentified,1506009601,1571897637
bc1quq29mutxkgxmjfdr7ayj3zd9ad0ld5mrhh89l2,"{ ""P2WPKH"" : 547065373247 }",active,252,568369,650000,,Gemini,1553306340,1601077165
3BMEXKjhrEtLUaBHMbowXuFfyRzo832dU9,"{ ""P2SH"" : 542749496030 }",active,1,564043,647476,,,1550768265,1599657055
12xjTvg1aqK9Jc46N4cxTLiKnCWnDwD4S9,"{ ""P2PKH"" : 539070611798 }",active,2941,565999,649888,,,1551935131,1601019304
35pSuJXjPDoKuKn9GcTh8d71v1djJjbsDc,"{ ""P2SH"" : 528860710000 }",active,698,635928,649963,,,1592885426,1601058151
