display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 24859753728657 }",inactive,4965,546288,770774,None,Binance,1539867558,1673072134
bc1ql49ydapnjafl5t2cp9zqpjwe6pdgmxy98859v2,"{ ""P2WPKH"" : 14057482481017 }",active,70,788818,878355,,Robinhood,1683571340,1736348076
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,"{ ""P2SH"" : 13428073102276 }",active,135,549926,893893,None,Binance,1542118262,1745573983
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 13001007836500 }",active,1,590368,899592,3-of-5 multisig,Bitfinex,1565949629,1748919979
bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,"{ ""P2WSH"" : 7864657670200 }",active,1,756361,899536,3-of-5 multisig,Tether,1664538639,1748891253
3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,"{ ""P2SH"" : 6820000635302 }",inactive,67,581111,763655,None,Binance,1560772361,1668742580
bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,"{ ""P2WSH"" : 6500009605440 }",active,16,704522,892398,3-of-5 multisig,Bitfinex,1633955955,1744645359
1Ay8vMC7R1UbyCCZRVULMV7iQpHSAbguJP,"{ ""P2PKH"" : 5762426274130 }",active,806,761374,896260,,Upbit,1667371537,1746971932
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,"{ ""P2WSH"" : 4419436882250 }",active,44,850077,884862,3-of-6 multisig,Bybit,1719730779,1740234899
bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,"{ ""P2WSH"" : 4176585085242 }",active,88,828493,899765,2-of-2 multisig,Coincheck,1706846746,1749034310
3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,"{ ""P2SH"" : 4134966825721 }",active,254,767604,899715,None,Gemini,1671155337,1749004515
bc1qcardnx2pjnh0ce0rsdkce2yxxr9v6pt9a6qya3,"{ ""P2WPKH"" : 4098418076214 }",active,13,875007,897671,,,1734354654,1747817969
