display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
3D2oetdNuZUqQHPJmcMDDHYoqkyNVsFk9r,"{ ""P2SH"" : 13866086074390 }",active,1034,446739,546864,,
16ftSEQ4ctQFDtVZiUBusQUjRrGhM3JYwe,"{ ""P2PKH"" : 12923433740207 }",active,134,498194,546541,,
3Cbq7aT1tY8kMxWLbitaG7yT6bPbKChq64,"{ ""P2SH"" : 10813465258712 }",active,208,484206,519846,,
16rCmCmbuWDhPjWTrpQGaU3EPdZF7MTdUk,"{ ""P2PKH"" : 10720307621708 }",active,111,400289,530471,,
3Nxwenay9Z8Lc9JBiywExpnEFiLp6Afp8v,"{ ""P2SH"" : 9784828502920 }",active,152,379183,536914,,
1HQ3Go3ggs8pFnXuHVHRytPCq5fGG8Hbhx,"{ ""P2PKH"" : 6937012358729 }",inactive,153,230514,353375,,
18rnfoQgGo1HqvVQaAN4QnxjYE7Sez9eca,"{ ""P2PKH"" : 6360004704517 }",active,144,326759,546464,,
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 5767915551491 }",active,34,546288,546290,None,Binance
38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,"{ ""P2SH"" : 5343138114466 }",active,80,402670,538432,,
1JCe8z4jJVNXSjohjM4i9Hh813dLCNx2Sy,"{ ""P2PKH"" : 5300001336487 }",inactive,72,426482,479768,,
3R1hBCHURkquAjFUv1eH5u2gXqooJkjg4B,"{ ""P2SH"" : 4189937711478 }",active,58,383867,549921,,
3CqBquEFMYY548fNBz8u2MBw3HKprS3Xft,"{ ""P2SH"" : 4059284522814 }",active,80,369110,546033,,
3Ap6mixhHLmVtH41YHH94Ut4jBfmqRpzgQ,"{ ""P2SH"" : 4047436305358 }",active,85,369110,546033,,
323ENWgPNZdzsm2d6CzEaPTFrvavn1giv5,"{ ""P2SH"" : 4045433083719 }",active,76,368706,546040,,
33VMRgxXZWgZGmGnGRZ9AEW8bZs8scMiY1,"{ ""P2SH"" : 4043839517002 }",active,109,369110,546040,,
37x6JnDNhbsBw95bvEreB7WHWA74gGR17y,"{ ""P2SH"" : 4041360231833 }",active,82,369108,546033,,
17hf5H8D6Yc4B7zHEg3orAtKn7Jhme7Adx,"{ ""P2PKH"" : 3600000134468 }",inactive,36,462592,462662,,
36TEhDpuSJnVbGbBC3kqWd8FiCvX95pir4,"{ ""P2SH"" : 3561162363274 }",active,66,512716,512718,,
32ixB1aXiwgpHGHo27SMRSULajCdc7jq9Q,"{ ""P2SH"" : 3249996619557 }",active,40,381914,543012,,
32GxivQN3VKtVEtgsH5uTWfXd5b2LkXyUZ,"{ ""P2SH"" : 3248953177192 }",inactive,30,351572,433946,,
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100006812791 }",inactive,74,55632,70071,,
336xGpGweq1wtY4kRTuA4w6d7yDkBU9czU,"{ ""P2SH"" : 2988548871412 }",active,76,406125,549899,,
36png4nUpGkCrYnRXNR4PMSRFEgGadmh8S,"{ ""P2SH"" : 2516031709711 }",inactive,29,400734,491323,,
3Kzh9qAqVWQhEsfQz7zEQL1EuSx5tyNLNS,"{ ""P2SH"" : 2426605049759 }",active,42,371387,545493,,
3HZUwxZbYRef9oEuvSvjgVMyZ227Hur7ng,"{ ""P2SH"" : 2400046994002 }",inactive,29,341353,491547,,
1AnwDVbwsLBVwRfqN2x9Eo4YEJSPXo2cwG,"{ ""P2PKH"" : 2322761214888 }",active,38,474872,510573,,
34y4eyYK3mUPoys9xz9QSEHKh2RG5iLDuZ,"{ ""P2SH"" : 2289063286261 }",active,22,467996,545534,,
14eQD1QQb8QFVG8YFwGz7skyzsvBLWLwJS,"{ ""P2PKH"" : 2221116524450 }",active,66,474880,504228,,
16FSBGvQfy4K8dYvPPWWpmzgKM6CvrCoVy,"{ ""P2PKH"" : 2199063469009 }",active,402,500135,549212,,
33VukC9ReF5bkDvPNUTy5j6VEbzMc9JFt3,"{ ""P2SH"" : 2160287684398 }",active,47,332022,511334,,
3FiMKffg2kY2Pi2Kebn2HZqN7m6kEcNUMk,"{ ""P2SH"" : 2005441389365 }",active,155,512310,549996,5-of-7 multisig,unidentified
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800015632 }",inactive,20,459340,459341,,unidentified
18x5Wo3FLQN4t1DLZgV2MoAMWXmCYL9b7M,"{ ""P2PKH"" : 1625242123285 }",active,1537,504954,529734,,
1FaUfrUhv37aqFAZ9ij595587wtnGWBFKS,"{ ""P2PKH"" : 1622400026686 }",active,63,527433,534246,,
15xZvLJLAgxh8cxEmAbpx1H35oibHo5cLA,"{ ""P2PKH"" : 1589979861158 }",active,100,487686,549937,,
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555517585 }",active,13,505553,505587,,unidentified
3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,"{ ""P2SH"" : 1484981679904 }",active,2,476312,547257,,
3645N22DDswRxV4BQGbuBrgHCAYUmzcHU6,"{ ""P2SH"" : 1450000013032 }",inactive,15,477412,477976,,
