display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
13Df4x5nQo7boLWHxQCbJzobN5gUNT65Hh,"{ ""P2PKH"" : 9783154870760 }",active,26,273121,290238,,
1GLEtzJ1H2zoGrUA4RMbRJam5UJSdrk6T2,"{ ""P2PKH"" : 5388005311692 }",inactive,27,219026,219029,,unidentified
16cou7Ht6WjTzuFyDBnht9hmvXytg6XdVT,"{ ""P2PKH"" : 5300005354694 }",inactive,29,130794,179961,,Roger Ver
1QAHVyRzkmD4j1pU5W89htZ3c6D6E7iWDs,"{ ""P2PKH"" : 4076957869892 }",active,189,188036,299905,,unidentified
14o7zMMUJkG6De24r3JkJ6USgChq7iWF86,"{ ""P2PKH"" : 3800000000000 }",active,76,242820,299788,,Just-Dice
15h6A2a3D31vRviBDdSpvhLtYJq3aePhdW,"{ ""P2PKH"" : 3693685523247 }",active,74,228261,292350,,unidentified
13ssxUjmQqemuiBfJSBsr7gFX7UWU7uXNK,"{ ""P2PKH"" : 3487963445464 }",active,3,274359,296012,,
159SCycgn8weAy2XGUEhD6V1RTFni7E3iq,"{ ""P2PKH"" : 3440936701748 }",active,26,229537,255964,,unidentified
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100005090116 }",inactive,20,55632,70071,,unidentified
12WFth5HabiVrcj5waHtDP1b7gXSQPuDPz,"{ ""P2PKH"" : 2500912007083 }",active,7,273392,290404,,
1Gnhy34EBtz9ftQdGZooGTpVE6E9wL2VZN,"{ ""P2PKH"" : 2174400809400 }",active,5,275880,279707,,
12fZ2HxkLjG9zn1u44XYsFFYKHM4A2zCea,"{ ""P2PKH"" : 2084417849403 }",active,11,100714,256499,,
1CKj4qnwmQWsp73rYCZc6cRyyWSz8fheNv,"{ ""P2PKH"" : 2066876287132 }",active,6,254981,296440,,
1B9KrM7bjhJ42qJSWr1KJrNTAP1SNGMpJu,"{ ""P2PKH"" : 2000000168449 }",active,9,274003,289396,,
12MHLS1exdEzr3kDvgGLsnht9vdqscd5yy,"{ ""P2PKH"" : 1922690005500 }",active,2,280850,288637,,
1GBospM4VzVx7JZDw4Fmeh59qbXG3LtsEy,"{ ""P2PKH"" : 1470000982800 }",active,18,269758,284044,,
19ere2oJzJh81A5Q64SExDZYz54RvWHqZz,"{ ""P2PKH"" : 1428687819402 }",inactive,29,69804,191997,,unidentified
12tT4cSjRRsncwwv1YUKnbXuouaMfT5DnN,"{ ""P2PKH"" : 1403387793402 }",active,19,212604,288309,,
1CYn5ryt2MDMchfze8Y36kngKHek5kNrot,"{ ""P2PKH"" : 1386337288413 }",active,2,299573,299975,,
1KX8EPDcziwbGaC7oDHDuKE9SfLWMmmbZy,"{ ""P2PKH"" : 1370000818402 }",active,16,109344,299420,,unidentified
1QB8Ds5KbGYBLQa5RyDQ2sVUeSKWf7qgkZ,"{ ""P2PKH"" : 1369054841421 }",active,9032,279142,298288,,
