display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 24859749056597 }",inactive,422,546288,770774,None,Binance,1539867558,1673072134
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 18001007650531 }",active,13,590368,837260,3-of-5 multisig,Bitfinex,1565949629,1711985931
bc1ql49ydapnjafl5t2cp9zqpjwe6pdgmxy98859v2,"{ ""P2WPKH"" : 13574482490869 }",active,68,788818,846736,,Robinhood,1683571340,1717677629
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,"{ ""P2SH"" : 10459124412746 }",active,72,549926,837912,None,Binance,1542118262,1712370139
bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,"{ ""P2WSH"" : 7535408399552 }",active,8,756361,840640,3-of-5 multisig,Tether,1664538639,1713951767
1Ay8vMC7R1UbyCCZRVULMV7iQpHSAbguJP,"{ ""P2PKH"" : 6834615809642 }",active,791,761374,846328,,Upbit,1667371537,1717406419
3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,"{ ""P2SH"" : 6820000550637 }",inactive,30,581111,763655,None,Binance,1560772361,1668742580
bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,"{ ""P2WSH"" : 6800009414210 }",active,8,704522,840641,3-of-5 multisig,Bitfinex,1633955955,1713953835
bc1qcv8h9hp5w8c4qpze0a4tdxw6qjtvg8yps23k0g3aymxx7jlesv4q4t6f65,"{ ""P2WSH"" : 4884466463972 }",active,22,831674,849357,,,1708686139,1719265167
bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,"{ ""P2WSH"" : 4523286122194 }",active,28,828493,849804,2-of-2 multisig,Coincheck,1706846746,1719568295
bc1qs5vdqkusz4v7qac8ynx0vt9jrekwuupx2fl5udp9jql3sr03z3gsr2mf0f,"{ ""P2WSH"" : 4467110914315 }",active,64,803371,845594,,,1692147389,1716954857
3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,"{ ""P2SH"" : 4216088811767 }",active,215,767604,848756,None,Gemini,1671155337,1718887232
12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8Fx,"{ ""P2PKH"" : 3232100195088 }",inactive,35,661177,733173,,,1607864508,1650717664
bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,"{ ""P2WPKH"" : 3164339911349 }",inactive,4741,630028,639966,,Binance Pool,1589245063,1595213609
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100007428036 }",inactive,168,55632,70071,,unidentified,1273738958,1280014523
39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYw,"{ ""P2SH"" : 2613938409555 }",active,3,820136,834668,None,unidentified,1701953241,1710423052
bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9,"{ ""P2WPKH"" : 2440848757698 }",active,3607,725859,849804,,Crypto.com,1646387452,1719568295
1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,"{ ""P2PKH"" : 2424588061791 }",active,26,795034,849412,,Binance,1687167018,1719301707
38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,"{ ""P2SH"" : 2406697224408 }",inactive,86,402670,791369,,,1457994001,1685038829
1LrwYH6jhn5hejM6ANAhMq5QWJD4QRWMGb,"{ ""P2PKH"" : 2403603092929 }",active,30,832433,832741,,,1709145560,1709329551
15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,"{ ""P2PKH"" : 2324500657366 }",inactive,40,741078,741249,,unidentified,1655408553,1655534346
bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge3gvh,"{ ""P2WSH"" : 2270698030272 }",active,17,832688,849660,3-of-5 multisig,Abraxas Capital Mgmt,1709301624,1719473369
3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,"{ ""P2SH"" : 2083430504900 }",active,7,548485,848941,None,,1541189684,1719001753
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800228224 }",inactive,77,459340,459341,,unidentified,1490709559,1490709895
3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t,"{ ""P2SH"" : 1982857571215 }",active,10,774635,824188,,,1675288253,1704300585
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 1920882546908 }",active,23,561082,834382,4-of-8 multisig,Boerse Stuttgart Digital,1549035993,1710260254
bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,"{ ""P2WPKH"" : 1900926641919 }",active,29,814641,849443,,BitMEX,1698732830,1719323547
bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wr,"{ ""P2WPKH"" : 1842379105374 }",active,11790,777269,849292,,,1676776327,1719225995
bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40,"{ ""P2WPKH"" : 1805853578130 }",active,1056,674148,845790,,,1615473440,1717077569
bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,"{ ""P2WSH"" : 1635471566643 }",active,21,745992,849926,2-of-2 multisig,Bitbank,1658472975,1719649093
bc1q32lyrhp9zpww22phqjwwmelta0c8a5q990ghs6,"{ ""P2WPKH"" : 1608209607976 }",active,51,825130,849408,,Ceffu,1704885661,1719297598
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555972557 }",inactive,74,505553,505587,,unidentified,1516640759,1516659244
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,"{ ""P2WPKH"" : 1522133296009 }",active,372,704052,850000,,Binance,1633677284,1719689674
39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,"{ ""P2SH"" : 1450221787490 }",active,28,671980,849663,None,unidentified,1614174908,1719479698
3NfFY549H4Yaq2P8vVu2e2XupKaub56jec,"{ ""P2SH"" : 1440796567009 }",active,23,833605,845384,None,Bitwise,1709830624,1716819190
bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn,"{ ""P2WPKH"" : 1384125243606 }",active,1,784968,849831,,,1681245619,1719586817
bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf26ufn,"{ ""P2WSH"" : 1334222082047 }",active,95,818630,847602,,,1701037111,1718182604
3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,"{ ""P2SH"" : 1331594559037 }",active,46,671004,849874,None,Purpose Investments,1613586742,1719611946
1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpT,"{ ""P2PKH"" : 1289977969299 }",active,38,621962,842552,,,1584451680,1715172699
3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,"{ ""P2SH"" : 1280323005666 }",inactive,5,476312,793891,,,1500348724,1686489324
bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6,"{ ""P2WPKH"" : 1202986798328 }",active,809,746370,845790,,,1658696468,1717077569
1KVpuCfhftkzJ67ZUegaMuaYey7qni7pPj,"{ ""P2PKH"" : 1183721272612 }",active,31,601943,847057,,HTX,1572635374,1717857777
1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,"{ ""P2PKH"" : 1171500717340 }",active,18,822203,847468,,Binance,1703142175,1718098875
3HcEUguUZ4vyyMAPWDPUDjLqz882jXwMfV,"{ ""P2SH"" : 1131764893268 }",active,2379,790407,849996,,,1684474817,1719687932
bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5h,"{ ""P2WPKH"" : 1065000037020 }",active,2,832662,833190,,Binance,1709288080,1709611150
162bzZT2hJfv5Gm3ZmWfWfHJjCtMD6rHhw,"{ ""P2PKH"" : 1014162243057 }",active,263,759310,847849,,gate.io,1666154240,1718337455
1DzsfLRDfbmQM99xm59au2SrTY3YmciBSB,"{ ""P2PKH"" : 1000000898040 }",inactive,11,761378,761392,,Upbit,1667373869,1667385728
1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTm,"{ ""P2PKH"" : 1000000849524 }",inactive,10,761381,761392,,Upbit,1667376251,1667385728
12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCt,"{ ""P2PKH"" : 1000000759003 }",inactive,10,761380,761392,,Upbit,1667375892,1667385728
17uULjz9moeLyjXHoKNwDRgKzf8ahY3Jia,"{ ""P2PKH"" : 1000000752223 }",inactive,10,761380,761392,,Upbit,1667375892,1667385728
18qNs1yBGGKR8RyErnEF5kegbNUgPfixhS,"{ ""P2PKH"" : 1000000704008 }",inactive,9,761381,761392,,Upbit,1667376251,1667385728
1MewpRkpcbFdqamPPYc1bXa9AJ189Succy,"{ ""P2PKH"" : 1000000576172 }",inactive,7,761374,761392,,Upbit,1667371537,1667385728
1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,"{ ""P2PKH"" : 1000000574748 }",inactive,8,761378,761392,,Upbit,1667373869,1667385728
1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJ,"{ ""P2PKH"" : 1000000573232 }",inactive,7,761379,761392,,Upbit,1667374646,1667385728
1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewi,"{ ""P2PKH"" : 1000000571090 }",inactive,5,761379,761392,,Upbit,1667374646,1667385728
1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kP,"{ ""P2PKH"" : 1000000311345 }",inactive,7,761373,761378,,Upbit,1667370763,1667373869
35WHp4Hid61peyH4tuhNunwRj2gtNB41Lo,"{ ""P2SH"" : 999549837892 }",inactive,13,735597,788364,,,1652090889,1683287375
3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3,"{ ""P2SH"" : 992702371988 }",active,60,824506,849370,None,VanEck,1704478197,1719272782
143gLvWYUojXaWZRrxquRKpVNTkhmr415B,"{ ""P2PKH"" : 991035776570 }",active,93,601943,843974,,Huobi,1572635374,1716021236
1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,"{ ""P2PKH"" : 979983299154 }",active,65,503012,842524,,Bitstamp,1515329869,1715152755
3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN,"{ ""P2SH"" : 966757751037 }",active,38,788878,849813,,,1683604298,1719573086
33eU1zeB2S4x3p4ccSsnAChXcGJgtMrMtZ,"{ ""P2SH"" : 936308931931 }",inactive,23,598256,714827,None,unidentified,1570432921,1639933065
bc1qvpgyac88vqtslewxu7yu9dqwp8rd83zch55zpm3xgn3mgg72w3kqv0s8qa,"{ ""P2WSH"" : 900000105361 }",inactive,19,665712,721867,,,1610445302,1644037718
3PdKaWwshFBWg6vAauToecqEAFtsuzyxGV,"{ ""P2SH"" : 899798201086 }",active,111,659572,849789,,,1606888176,1719559382
39wVd42giU95ca39sEPkbPTpWygvsBDuA5,"{ ""P2SH"" : 898467626475 }",active,3,781860,846546,None,OKEx,1679434763,1717540045
bc1qdhvtwg0eealy5d2spua2a89sq05ydvtgjy4uau,"{ ""P2WPKH"" : 874611061158 }",active,527,737984,845790,,,1653567108,1717077569
