display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity
3Nxwenay9Z8Lc9JBiywExpnEFiLp6Afp8v,"{ ""P2SH"" : 16223181512218 }",active,26,380650,396487,,
3Kg7Cmooris7cLErTsijq6qR1FH3cTiK2G,"{ ""P2SH"" : 15799633067685 }",active,20873,335157,390125,,
3KBUuGko4H5ke7EVsq9B7PLK1c5Askdd7y,"{ ""P2SH"" : 10457899673289 }",active,34,326133,389817,,
1HQ3Go3ggs8pFnXuHVHRytPCq5fGG8Hbhx,"{ ""P2PKH"" : 6937010525051 }",active,63,230514,353375,,
3R1hBCHURkquAjFUv1eH5u2gXqooJkjg4B,"{ ""P2SH"" : 5320000037723 }",active,47,383867,396882,,
16cou7Ht6WjTzuFyDBnht9hmvXytg6XdVT,"{ ""P2PKH"" : 5100005848359 }",inactive,47,130794,318376,,Roger Ver
17irB8xLxhVRerCoUyypnmpoak3QBpVp2z,"{ ""P2PKH"" : 4880000033500 }",active,106,343797,399935,,
39coweGgC8CPZ6hYL1BBEfc1zqbSfHsprW,"{ ""P2SH"" : 4500021786778 }",active,20857,332745,392314,,
3HyULbPVM739jPVk4i3PKZ4LibhYP1HsLc,"{ ""P2SH"" : 3540309345922 }",active,20786,332005,392842,,
32GxivQN3VKtVEtgsH5uTWfXd5b2LkXyUZ,"{ ""P2SH"" : 3348852971483 }",active,2,351572,399186,,
323ENWgPNZdzsm2d6CzEaPTFrvavn1giv5,"{ ""P2SH"" : 3272590850329 }",active,38,368706,390125,,
3Ap6mixhHLmVtH41YHH94Ut4jBfmqRpzgQ,"{ ""P2SH"" : 3151127805105 }",active,14,369164,390125,,
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100005345620 }",inactive,39,55632,70071,,unidentified
33VMRgxXZWgZGmGnGRZ9AEW8bZs8scMiY1,"{ ""P2SH"" : 2766762818291 }",active,13,369110,390125,,
1KwA4fS4uVuCNjCtMivE7m5ATbv93UZg8V,"{ ""P2PKH"" : 2732327709918 }",active,6942,324381,396227,,
3CqBquEFMYY548fNBz8u2MBw3HKprS3Xft,"{ ""P2SH"" : 2566818450647 }",active,14,369164,390125,,
37x6JnDNhbsBw95bvEreB7WHWA74gGR17y,"{ ""P2SH"" : 2542561563848 }",active,14,381890,390125,,
1JsVdtXZHKnuzUihEjCPyRm5EEcxRjWGEh,"{ ""P2PKH"" : 2450000033505 }",active,8,235577,382572,,
1Gnhy34EBtz9ftQdGZooGTpVE6E9wL2VZN,"{ ""P2PKH"" : 2174400983903 }",inactive,15,275880,279707,,
19vWUsLH7G6yQH484r3n1GodLEoLivWHJg,"{ ""P2PKH"" : 1801113031502 }",active,25,223047,390004,,
19ere2oJzJh81A5Q64SExDZYz54RvWHqZz,"{ ""P2PKH"" : 1428687993905 }",inactive,39,69804,191997,,unidentified
12tT4cSjRRsncwwv1YUKnbXuouaMfT5DnN,"{ ""P2PKH"" : 1403387977905 }",inactive,30,212604,288309,,
34UbND7PaFRZT1799hhTnqPV9KHFdfRYh7,"{ ""P2SH"" : 1392344594725 }",active,18,371478,399786,,
1Bh2eqqUEbNe5Tbi6v1NGWM1SMYDGpg2xP,"{ ""P2PKH"" : 1316923705311 }",active,113,368690,395324,,
17Jj4eNGBUEdBJEorViEieZ8W87ELXKgu7,"{ ""P2PKH"" : 1203915878732 }",inactive,18,223246,223253,,unidentified
19tuxqhzgwC6B9hhLHDLJkocx8LaaCS56s,"{ ""P2PKH"" : 1200001113908 }",inactive,27,135120,288309,,Roger Ver
15h6A2a3D31vRviBDdSpvhLtYJq3aePhdW,"{ ""P2PKH"" : 1187772107953 }",active,25,228261,345947,,unidentified
17UUsmejDsjJEtbRcotd289ADp7ZdanH5k,"{ ""P2PKH"" : 1135048484878 }",active,58,213406,399958,,unidentified
1923qxU74HWWz75LgWTsPE4FT9Zyd6n6bv,"{ ""P2PKH"" : 1133683726675 }",active,222,331491,373337,,unidentified
1L3bHFCgh9kEM1Bc89bRbozGBjfXqkBmkk,"{ ""P2PKH"" : 1111100184506 }",inactive,13,308505,308512,,
1FfdcppWbJ7FeQFznsjdLYNXdwMdoiTGSA,"{ ""P2PKH"" : 1068201966206 }",inactive,67,223645,274409,,
3FXFshYr97aQUizVEGwdCLNdDihWtqHsT9,"{ ""P2SH"" : 1065240050006 }",active,8,333474,389216,,
1KMSc9NVZthdFEnkHN5KHdULoGuR5x2Xjt,"{ ""P2PKH"" : 1054424582278 }",active,39,319840,398505,,
1C57mRcDyPt8t716FPKqs42Dny2P3Eu3c1,"{ ""P2PKH"" : 1000001734003 }",active,14,284324,389169,,
36tgybUDNZrkKjEeiC9qGMZiezw8jZVKqk,"{ ""P2SH"" : 1000000255005 }",active,4,382068,394969,,
3MXV5XgsnQ5mfrzhkiZReuWfgidYTh3Vzz,"{ ""P2SH"" : 973065032925 }",active,24,378685,399651,,
16HC2oNNjmhXgGqf4YYZwSfRK4meVpAGm7,"{ ""P2PKH"" : 942478277861 }",inactive,12,82647,133421,,
1AABnfcJuEtqbEfvZzRkRbuPcHcgdQ13eC,"{ ""P2PKH"" : 911221256689 }",active,25,350397,350420,,
31sEM2fEA2WyR2zUNBrrTLNzFZWM9jMVvv,"{ ""P2SH"" : 900000000000 }",active,1,352496,399691,,
16g2TW2hbFoov3DThSRBdnETaS94bFvq5v,"{ ""P2PKH"" : 870000952512 }",inactive,22,120896,293022,,unidentified
121zZpxAYf8vj8JzXDqgvnQQdZnx8fdaPo,"{ ""P2PKH"" : 869714880000 }",active,3,398601,399802,,
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,"{ ""P2PKH"" : 794106180010 }",inactive,16,49995,85225,,unidentified
13uraL1Maba7obbhkdB4pjsqMyvqrcTeeD,"{ ""P2PKH"" : 791111160010 }",inactive,27,86036,175887,,unidentified
1Kd6zLb9iAjcrgq8HzWnoWNVLYYWjp3swA,"{ ""P2PKH"" : 790261030000 }",active,195,369414,399863,,
3NXoxJpCpo7ZdKmiQrEEkCFeAjvUAssDFE,"{ ""P2SH"" : 789046906690 }",active,16,388887,399979,,
1ESmETSZiNkJsFDQ49mi4EzpqCm7TwGHz9,"{ ""P2PKH"" : 699000070000 }",active,44,302994,391832,,
18rnfoQgGo1HqvVQaAN4QnxjYE7Sez9eca,"{ ""P2PKH"" : 690000143500 }",inactive,68,326759,327167,,
33vpLgKtNoHGHMpdwWsjPjyvbVxTVFPDED,"{ ""P2SH"" : 680000000000 }",active,4,326133,397172,,
