display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
3Nxwenay9Z8Lc9JBiywExpnEFiLp6Afp8v,"{ ""P2SH"" : 16223181512218 }",active,26,380650,396487,,,1445869161,1454510035
3Kg7Cmooris7cLErTsijq6qR1FH3cTiK2G,"{ ""P2SH"" : 15799633067685 }",active,20873,335157,390125,,,1419119432,1451059197
3KBUuGko4H5ke7EVsq9B7PLK1c5Askdd7y,"{ ""P2SH"" : 10457899673289 }",active,34,326133,389817,,,1413790779,1450871338
1HQ3Go3ggs8pFnXuHVHRytPCq5fGG8Hbhx,"{ ""P2PKH"" : 6937010525051 }",active,63,230514,353375,,,1365541416,1429798225
3R1hBCHURkquAjFUv1eH5u2gXqooJkjg4B,"{ ""P2SH"" : 5320000037723 }",active,47,383867,396882,,,1447683543,1454696189
16cou7Ht6WjTzuFyDBnht9hmvXytg6XdVT,"{ ""P2PKH"" : 5100005848359 }",inactive,47,130794,318376,,Roger Ver,1308072576,1409461602
17irB8xLxhVRerCoUyypnmpoak3QBpVp2z,"{ ""P2PKH"" : 4880000033500 }",active,106,343797,399935,,,1424125465,1456383201
39coweGgC8CPZ6hYL1BBEfc1zqbSfHsprW,"{ ""P2SH"" : 4500021786778 }",active,20857,332745,392314,,,1417640319,1452253582
3HyULbPVM739jPVk4i3PKZ4LibhYP1HsLc,"{ ""P2SH"" : 3540309345922 }",active,20786,332005,392842,,,1417189851,1452524495
32GxivQN3VKtVEtgsH5uTWfXd5b2LkXyUZ,"{ ""P2SH"" : 3348852971483 }",active,2,351572,399186,,,1428695545,1455901970
323ENWgPNZdzsm2d6CzEaPTFrvavn1giv5,"{ ""P2SH"" : 3272590850329 }",active,38,368706,390125,,,1438897069,1451059197
3Ap6mixhHLmVtH41YHH94Ut4jBfmqRpzgQ,"{ ""P2SH"" : 3151127805105 }",active,14,369164,390125,,,1439168603,1451059197
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100005345620 }",inactive,39,55632,70071,,unidentified,1273738958,1280014523
33VMRgxXZWgZGmGnGRZ9AEW8bZs8scMiY1,"{ ""P2SH"" : 2766762818291 }",active,13,369110,390125,,,1439139396,1451059197
1KwA4fS4uVuCNjCtMivE7m5ATbv93UZg8V,"{ ""P2PKH"" : 2732327709918 }",active,6942,324381,396227,,,1412752505,1454381105
3CqBquEFMYY548fNBz8u2MBw3HKprS3Xft,"{ ""P2SH"" : 2566818450647 }",active,14,369164,390125,,,1439168603,1451059197
37x6JnDNhbsBw95bvEreB7WHWA74gGR17y,"{ ""P2SH"" : 2542561563848 }",active,14,381890,390125,,,1446569630,1451059197
1JsVdtXZHKnuzUihEjCPyRm5EEcxRjWGEh,"{ ""P2PKH"" : 2450000033505 }",active,8,235577,382572,,,1368240110,1446964707
