display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
1Dnvwj3hAGSwFPMnkJZvi3KnaqksRPa74p,"{ ""P2PKH"" : 2065435000000 }",active,1,32618,38330,,unidentified,1262388803,1265330842
046c5105b8bed17f2c9e97837bce7cee0f866acd635cbf5becc43622fde7cbaaed2ce7966dfb1e567c5847782e3fe57d99e1f61df30367f78e23657e46076c2eaf,"{ ""P2PK"" : 1100000000000 }",never_spent,1,49902,,,,1270878520,
040a07c24e73fb38e958a86e8d12c75d222d0fa00e073396ee7dd9733c80c10ef4af97e52b54b17361b650d01d482f4fc278cba5db18641087db662f106bae5899,"{ ""P2PK"" : 1000020000000 }",never_spent,1,28507,,,,1259703959,
1U1jTCGkQYRaDVStZdDHMFWUMoSJi4HSc,"{ ""P2PKH"" : 690000000000 }",active,9,38353,42800,,Miner,1265341072,1267247476
1GNyLtivKQrL32S31WswWKVhSvUugGoq9S,"{ ""P2PKH"" : 606274000000 }",active,3,40094,40758,,unidentified,1266097201,1266390818
15J5MZxBkbo88hfHbY96UEDdWWtTJKTBgj,"{ ""P2PKH"" : 590000000000 }",active,3,29129,29431,,unidentified,1260329610,1260576915
16m9YMoDrsrk83VygtsunHRb14irKqdcdH,"{ ""P2PKH"" : 430000000000 }",active,2,39724,49819,,unidentified,1265946970,1270853290
0402f82a8b973e739625f856f7cccac3fafba54b974422084d179ab3dce0c0708683a65f8ab7581c4791b49e0d3f426f89fcb979357b1fe5f276e179db9dca30a5,"{ ""P2PK"" : 330660000000 }",never_spent,1,49823,,,,1270855781,
04633280c0a93b45217059013ddadab8d35b9a858336028fecdff64c6a5e068fadaf7d2b73bc22795fa160c2304703320516e1b0b20e43d613fa5975787c8287e4,"{ ""P2PK"" : 323317000000 }",never_spent,1,40758,,,unidentified,1266390818,
189iAhvyheVzWqtL9E8hdfdpyQ2AEprXmm,"{ ""P2PKH"" : 295338000000 }",active,17,38208,44771,,unidentified,1265293808,1268263072
113A9Fv1qkHkJHHrUUyeyUqoeyxoSf3XnA,"{ ""P2PKH"" : 250000000000 }",active,2,36236,41794,,unidentified,1264404964,1266807560
04bc59a30b8319586b006a7604bd0b927cac32f51e8d245888e5c75772726084e33870df3a02f8f7d76176d4572b8f5f682310e020ae0754995fe5c36bedb3ad2d,"{ ""P2PK"" : 225000000000 }",never_spent,1,11592,,,,1240202301,
049f29524c4d089b6b813128151138462647adc64f211213573eb62ab2da8babeb5a52d5f9a40dacb4703678efa6b0f4b7e7d8e840ee026316a2d2910705a00dac,"{ ""P2PK"" : 200000000000 }",never_spent,1,46673,,,,1269356118,
15n3K53z122HmExaqFv13FqReEmDWkDGff,"{ ""P2PKH"" : 154500000000 }",active,3,44743,49821,,unidentified,1268251549,1270854753
04df63bd3ffe10f9eb6e71d0fe6470e655e3f8465dd5174e78a7b498462d88b044493de03140055fd5c6848a305a66cb8fe5399763fd104414f490277974de9626,"{ ""P2PK"" : 146500000000 }",never_spent,1,49820,,,,1270853684,
1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,"{ ""P2PKH"" : 105001000000 }",active,4,11769,28507,,Martti Malmi,1240331349,1259703959
16gruKjwPD9yjhjjCejcMmLMhZw2FB5sqa,"{ ""P2PKH"" : 100000000000 }",active,5,40995,47568,,unidentified,1266477605,1269768818
0454e140ce62e0820ebfc07e17bc6c689963be90f0e6b5bc515f5308d92551e654ce29f4efe77bcaf9d059eef0abb6b498e9727da67a7f8e7c20fd8d9a07256510,"{ ""P2PK"" : 100000000000 }",never_spent,1,45614,,,,1268814115,
0489c9510ba3e5637e6d048301329d59e20e208094120d403541fd3a6910c899a5a814b170ddce5f927a3c18986b0477c7b9b999bdf6633f7ec3978435a7c69cf7,"{ ""P2PK"" : 100000000000 }",never_spent,1,45561,,,,1268782253,
