display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
16cou7Ht6WjTzuFyDBnht9hmvXytg6XdVT,"{ ""P2PKH"" : 5300003133700 }",active,7,130794,179961,,Roger Ver,1308072576,1336911196
13vJZKHKBirruXwmjMaRtakzPQRRHQit1S,"{ ""P2PKH"" : 5013003133700 }",active,3,160143,172418,,unidentified,1325436883,1332461537
1BBqjKsYuLEUE9Y5WzdbzCtYzCiQgHqtPN,"{ ""P2PKH"" : 4745803133700 }",active,21,178842,180986,,Silk Road Hacker,1336276748,1337567987
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100003133700 }",inactive,5,55632,70071,,unidentified,1273738958,1280014523
1Co6UHJmGHevWEHAPraSPRVkfGgG46EHwe,"{ ""P2PKH"" : 3060000000000 }",active,23,180637,180640,,unidentified,1337358384,1337360594
1EizfuH5h8e8F1Zvw99pQFPF1egDs8h9uG,"{ ""P2PKH"" : 2509343065143 }",active,8,175615,199830,,Bitstamp,1334399020,1348228430
1A6GpGtUEstGWE3kfRHLWvQfRkxbcaFP1b,"{ ""P2PKH"" : 2364103133700 }",active,15,150310,174437,,unidentified,1319350492,1333662124
1FrtkNXastDoMAaorowys27AKQERxgmZjY,"{ ""P2PKH"" : 2300003133700 }",active,7,177452,199519,,unidentified,1335539529,1348046937
1BADznNF3W1gi47R65MQs754KB7zTaGuYZ,"{ ""P2PKH"" : 2201303133700 }",active,30,178833,183515,,Silk Road Hacker,1336267765,1339130932
16g2TW2hbFoov3DThSRBdnETaS94bFvq5v,"{ ""P2PKH"" : 2030003133700 }",active,23,120896,192537,,unidentified,1304101133,1344239652
1DGWinRD86SX3sEZzcEqtSxjDqwaWD6jxQ,"{ ""P2PKH"" : 2000000000000 }",active,1,159209,159589,,unidentified,1324894725,1325108277
1CbR8da9YPZqXJJKm9ze1GYf67eKAUfXwP,"{ ""P2PKH"" : 1900191000000 }",active,11,195071,199694,,BTC-e,1345593589,1348157106
17FXxwQ7v35a3nZgKUw5MzoFdB75rxYDrs,"{ ""P2PKH"" : 1579993490000 }",active,8,189322,189481,,unidentified,1342437358,1342524759
19ere2oJzJh81A5Q64SExDZYz54RvWHqZz,"{ ""P2PKH"" : 1428687000000 }",active,23,69804,191997,,unidentified,1279890272,1343930815
1QAHVyRzkmD4j1pU5W89htZ3c6D6E7iWDs,"{ ""P2PKH"" : 1403700000000 }",active,19,188036,199573,,unidentified,1341708500,1348084001
1Hw8dtVC9bdxDz1su9Jx3GXTgjR75FJcMK,"{ ""P2PKH"" : 1400531850000 }",active,8,176563,194242,,unidentified,1334991485,1345154986
1KX8EPDcziwbGaC7oDHDuKE9SfLWMmmbZy,"{ ""P2PKH"" : 1305000000000 }",inactive,12,109344,129884,,unidentified,1298226504,1307736437
