display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 28812620483785 }",active,198,546288,692761,None,Binance,1539867558,1627309553
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 17801098542770 }",active,4,590368,688811,3-of-5 multisig,Bitfinex,1565949629,1624643880
1P5ZEDWTKTFGxQjZphgWPQUpe554WKDfHQ,"{ ""P2PKH"" : 11089159633461 }",active,388,561730,698756,,,1549419519,1630625655
37XuVSEpWW4trkfmvWzegTHQt7BdktSKUs,"{ ""P2SH"" : 9450511403710 }",active,115,593468,689591,None,unidentified,1567740605,1625371814
38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,"{ ""P2SH"" : 9356602157197 }",active,131,402670,687201,,,1457994001,1623440514
3Kzh9qAqVWQhEsfQz7zEQL1EuSx5tyNLNS,"{ ""P2SH"" : 7653097875941 }",active,158,371387,699952,,,1440462500,1631307951
35hK24tcLEWcgNA4JxpvbkNkoAcDGqQPsP,"{ ""P2SH"" : 7300043374628 }",active,213,560028,693198,,,1548409433,1627552253
bc1q5pucatprjrqltdp58f92mhqkfuvwpa43vhsjwpxlryude0plzyhqjkqazp,"{ ""P2WSH"" : 6330998803825 }",active,13,665852,692823,,,1610529436,1627346882
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,"{ ""P2SH"" : 4000186898733 }",active,46,554702,692349,,,1545354985,1627076202
159QgP4Ewvadjc4HDpaaR6pir2R4ZfzVfQ,"{ ""P2PKH"" : 3990499900000 }",active,80,697150,697152,,,1629708944,1629709509
1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s,"{ ""P2PKH"" : 3452861390986 }",active,4602,479653,700000,,,1502188375,1631333672
3LCGsSmfr24demGvriN4e3ft8wEcDuHFqh,"{ ""P2SH"" : 3325874574388 }",active,314,597333,699884,,,1569899370,1631262022
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100006998788 }",inactive,124,55632,70071,,unidentified,1273738958,1280014523
3D8qAoMkZ8F1b42btt2Mn5TyN7sWfa434A,"{ ""P2SH"" : 2800089876425 }",active,102,596807,693550,,,1569569191,1627733103
bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,"{ ""P2WPKH"" : 2639830371900 }",inactive,3888,630028,639966,,Binance Pool,1589245063,1595213609
bc1q4jchcr7nla277su5lpjzttxp3xg5j8wds5lcwg,"{ ""P2WPKH"" : 2551090832785 }",active,4,644583,699959,,,1597944466,1631312263
1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2,"{ ""P2PKH"" : 2363051814302 }",active,14,423616,684192,,,1470306579,1621428580
19iqYbeATe4RxghQZJnYVFU4mjUUu76EA6,"{ ""P2PKH"" : 2244801834140 }",active,39,630189,700000,,,1589346697,1631333672
1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,"{ ""P2PKH"" : 2240000007111 }",inactive,22,543462,621962,,,1538145830,1584451680
3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,"{ ""P2SH"" : 2100829286665 }",active,55,671004,699958,None,Purpose Investments,1613586742,1631311618
bc1qqnt4td9a8xqrqtswvf6n27x0p8n948l2fgye3r6f3yk2d9838scs77ptr3,"{ ""P2WSH"" : 2030484686850 }",active,15,677606,699625,,,1617475420,1631108889
3HSMPBUuAPQf6CU5B3qa6fALrrZXswHaF1,"{ ""P2SH"" : 2018393400262 }",active,14,677211,698597,,,1617231028,1630535927
bc1qtw30nantkrh7y5ue73gm4mmy0zezfqxug3psr94sd967qwg7f76scfmr9p,"{ ""P2WSH"" : 2013623538292 }",active,125,675648,675661,,,1616346771,1616352467
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800192617 }",inactive,61,459340,459341,,unidentified,1490709559,1490709895
3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,"{ ""P2SH"" : 1958683946810 }",active,52,555010,661561,None,unidentified,1545526238,1608088446
3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,"{ ""P2SH"" : 1918315517099 }",active,68,559626,688521,None,Winklevoss Capital,1548178688,1624399386
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555590409 }",inactive,56,505553,505587,,unidentified,1516640759,1516659244
39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN,"{ ""P2SH"" : 1493807830205 }",active,55,671980,698664,None,unidentified,1614174908,1630574549
3BMEXxSMT2b2kvsnC4Q35d2kKJZ4u9bSLh,"{ ""P2SH"" : 1480498005700 }",active,1,585826,687408,,,1563372806,1623589788
3BMEXqGpG4FxBA1KWhRFufXfSTRgzfDBhJ,"{ ""P2SH"" : 1477012560373 }",active,1,476312,683582,,,1500348724,1620997951
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 1419929081156 }",active,17,561082,684333,4-of-8 multisig,Boerse Stuttgart Digital,1549035993,1621531487
