display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 24859739023307 }",active,349,546288,770774,None,Binance,1539867558,1673072134
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 17801008842256 }",active,22,590368,783201,3-of-5 multisig,Bitfinex,1565949629,1680194794
bc1ql49ydapnjafl5t2cp9zqpjwe6pdgmxy98859v2,"{ ""P2WPKH"" : 11830019979746 }",active,71,788818,788996,,Robinhood,1683571340,1683674171
37XuVSEpWW4trkfmvWzegTHQt7BdktSKUs,"{ ""P2SH"" : 9450534370078 }",inactive,153,593468,689591,None,unidentified,1567740605,1625371814
3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,"{ ""P2SH"" : 6820000440904 }",active,15,581111,763655,None,Binance,1560772361,1668742580
bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,"{ ""P2WSH"" : 5930009695947 }",active,2,704522,799258,3-of-5 multisig,Bitfinex,1633955955,1689694947
bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,"{ ""P2WSH"" : 5502219754649 }",active,2,756361,799401,3-of-5 multisig,Tether,1664538639,1689774422
3LCGsSmfr24demGvriN4e3ft8wEcDuHFqh,"{ ""P2SH"" : 4020116073464 }",active,22,597333,799986,,Coincheck,1569899370,1690162799
bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40,"{ ""P2WPKH"" : 3629280104671 }",active,16,674148,795158,,Kraken,1615473440,1687246088
12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8Fx,"{ ""P2PKH"" : 3232100051856 }",inactive,22,661177,733173,,unidentified,1607864508,1650717664
3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,"{ ""P2SH"" : 3205230000000 }",active,41,767604,793632,None,Gemini,1671155337,1686353463
bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,"{ ""P2WPKH"" : 3164338388706 }",inactive,4728,630028,639966,,Binance Pool,1589245063,1595213609
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100007368976 }",inactive,153,55632,70071,,unidentified,1273738958,1280014523
bc1qjysjfd9t9aspttpjqzv68k0ydpe7pvyd5vlyn37868473lell5tqkz456m,"{ ""P2WSH"" : 3042366882318 }",active,34,709678,766916,,Bybit,1636897083,1670763519
3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,"{ ""P2SH"" : 2825961529962 }",active,50,671004,799580,None,Purpose Investments,1613586742,1689891259
1Ay8vMC7R1UbyCCZRVULMV7iQpHSAbguJP,"{ ""P2PKH"" : 2769424593086 }",active,316,761374,798081,,Upbit,1667371537,1688972728
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,"{ ""P2WPKH"" : 2696749862944 }",active,831,704052,800000,,Binance,1633677284,1690168629
3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN,"{ ""P2SH"" : 2542191818592 }",active,6,788878,788904,,unidentified,1683604298,1683616439
19N9sDbJ7MDQcPFSjPNqjNDzyRNbNsQ6Zv,"{ ""P2PKH"" : 2531438424712 }",inactive,19,698579,745081,,Celsius Network,1630525480,1657891880
1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2,"{ ""P2PKH"" : 2514038986089 }",active,1,423616,796200,,unidentified,1470306579,1687900167
38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,"{ ""P2SH"" : 2406697117947 }",active,75,402670,791369,,Gemini,1457994001,1685038829
15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,"{ ""P2PKH"" : 2063000545903 }",inactive,13,741078,741249,,unidentified,1655408553,1655534346
