display_group_ids,exposed_supply_sats_by_script_type,spend_activity,exposed_utxo_count,first_exposed_blockheight,last_spend_blockheight,details,identity,first_exposed_unix_time,last_spend_unix_time
34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,"{ ""P2SH"" : 24859758242645 }",inactive,5054,546288,770774,None,Binance,1539867558,1673072134
3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,"{ ""P2SH"" : 15125936506978 }",active,190,549926,942176,None,Binance,1542118262,1774455689
bc1ql49ydapnjafl5t2cp9zqpjwe6pdgmxy98859v2,"{ ""P2WPKH"" : 14057482617114 }",active,69,788818,939430,,Robinhood,1683571340,1772722036
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,"{ ""P2WSH"" : 13001007898624 }",active,44,590368,899592,3-of-5 multisig,Bitfinex,1565949629,1748919979
bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,"{ ""P2WSH"" : 9618535693433 }",active,13,756361,933503,3-of-5 multisig,Tether,1664538639,1769160361
bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,"{ ""P2WSH"" : 9185011288744 }",active,15,704522,933503,3-of-5 multisig,Bitfinex,1633955955,1769160361
1Ay8vMC7R1UbyCCZRVULMV7iQpHSAbguJP,"{ ""P2PKH"" : 7156757741469 }",active,1543,761374,943862,,Upbit,1667371537,1775443678
3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,"{ ""P2SH"" : 6820000679813 }",inactive,99,581111,763655,None,Binance,1560772361,1668742580
bc1q0ymzksy046tv4z88ts5nmu7s574umnwmdev3rt,"{ ""P2WPKH"" : 6065750671173 }",active,42,910923,911024,,Kraken,1755714589,1755779607
3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,"{ ""P2SH"" : 5640467056851 }",active,291,767604,941315,multisig,Gemini,1671155337,1773934299
bc1qa2eu6p5rl9255e3xz7fcgm6snn4wl5kdfh7zpt05qp5fad9dmsys0qjg0e,"{ ""P2WSH"" : 4419436890259 }",inactive,54,850077,884862,3-of-6 multisig,Bybit,1719730779,1740234899
1JHceFenZHACSRPD6tE4bfU6yJ83wTG6kH|bc1qhk0ghcywv0mlmcmz408sdaxudxuk9tvng9xx8g,"{ ""P2PKH"" : 1200, ""P2WPKH"" : 4347775938158 }",active,99,745798,932525,,Robinhood,1658356512,1768576760
bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,"{ ""P2WSH"" : 4233134800949 }",active,104,828493,943888,2-of-2 multisig,Coincheck,1706846746,1775465112
bc1qws342rlkhszh58rtn35zrw7w076puz83gkcufy,"{ ""P2WPKH"" : 4134900014781 }",active,1,916023,943366,,Deribit,1758627532,1775138360
bc1qukw69mjxwp30adfqddv6gcyva26laxz562rhlk,"{ ""P2WPKH"" : 3404874483470 }",active,19,910924,932012,,Kraken,1755715762,1768242402
bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,"{ ""P2WPKH"" : 3164340200226 }",inactive,4803,630028,639966,,Binance Pool,1589245063,1595213609
bc1qy3uw2kk45uj9vsy52rjfhydm2tnd6hreu8vha3,"{ ""P2WPKH"" : 3148418211905 }",active,25,910787,933108,,Kraken,1755631257,1768925586
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,"{ ""P2PKH"" : 3100007634055 }",inactive,245,55632,70071,,unidentified,1273738958,1280014523
3FuhQLprN9s9MR3bZzR5da7mw75fuahsaU,"{ ""P2SH"" : 3086111813651 }",active,2307,871495,943197,None,Bithumb,1732281641,1775038053
bc1q8taf2eca7pn9wu4czt8fgftqm288xtfxdyt33syzxuexxty733xsszghzk,"{ ""P2WSH"" : 3080000005184 }",active,8,877255,908911,3-of-5 multisig,Bitfinex,1735686730,1754515954
bc1q6h2v33qt0jjvpr2hxxtwhtvdvtn086g0n2qu06,"{ ""P2WPKH"" : 3057392236802 }",active,11,922343,942024,,Bitcoin Group SE,1762358087,1774373269
3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,"{ ""P2SH"" : 2698353629972 }",active,34,561082,933986,4-of-8 multisig,Boerse Stuttgart Digital,1549035993,1769526087
39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYw,"{ ""P2SH"" : 2606238471777 }",active,39,820136,931290,None,unidentified,1701953241,1767801834
bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge3gvh,"{ ""P2WSH"" : 2548242625890 }",active,1,832688,943397,3-of-5 multisig,Abraxas Capital Mgmt,1709301624,1775156742
bc1qysj2w7xsw09datsy9mt9x50jn7qjd6qde6d66qm3ce0a4y9uzdpqcavdr0,"{ ""P2WSH"" : 2536976528921 }",active,56,889381,939274,3-of-5 multisig,River,1742914776,1772635423
15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,"{ ""P2PKH"" : 2359950813817 }",active,79,741078,937194,,unidentified,1655408553,1771400541
bc1qs4z2d3h5je080f74tax92dwg08sf3hylj9vfg3,"{ ""P2WPKH"" : 2075501096960 }",active,5,933407,936399,,Revolut,1769110170,1771001118
bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,"{ ""P2WSH"" : 2027781972409 }",active,53,745992,943976,2-of-2 multisig,Bitbank,1658472975,1775521345
17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,"{ ""P2PKH"" : 2000800345240 }",inactive,117,459340,459341,,unidentified,1490709559,1490709895
bc1q72nyp6mzxjxm02j7t85pg0pq24684zdj2wuweu,"{ ""P2WPKH"" : 1921893813264 }",active,1,877104,943975,,Purpose Investments,1735593578,1775519905
bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9,"{ ""P2WPKH"" : 1870583595933 }",active,2334,725859,943852,,Crypto.com,1646387452,1775435923
3KZbyboy2MKfQjDKKf2R4UdVbUKgYvso22,"{ ""P2SH"" : 1758890241700 }",active,1,940897,942034,None,Bitfinex,1773667106,1774376169
bc1p6mv2d3rpfhatkv77r6huuurgqyyklxpsnw3090k2qjwqtd6cwkcqzsruxt,"{ ""P2TR"" : 1650000500000 }",never_spent,34,940788,,,Babylon,1773588149,
3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3,"{ ""P2SH"" : 1576061317616 }",active,118,824506,942369,multisig,VanEck,1704478197,1774559832
1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,"{ ""P2PKH"" : 1574555991884 }",inactive,108,505553,505587,,unidentified,1516640759,1516659244
3GPAWK5aUB5Ve9akvTzZgp69USjgbhFbay,"{ ""P2SH"" : 1541199717079 }",active,222,678122,940919,2-of-3 multisig,unidentified,1617778570,1773681969
1BAuq7Vho2CEkVkUxbfU26LhwQjbCmWQkD,"{ ""P2PKH"" : 1500000139867 }",inactive,21,720872,839717,,Binance,1643450370,1713410760
1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,"{ ""P2PKH"" : 1450358338061 }",active,110,822203,940989,,Binance,1703142175,1773732853
